impression_id,user_id,variant,clicked,converted,revenue
162,1604,A,0,0,0.0
163,1523,A,0,0,0.0
164,5440,B,0,0,0.0
165,5311,B,0,0,0.0
166,2130,B,0,0,0.0
167,935,A,0,0,0.0
168,7163,B,1,0,0.0
169,1381,B,0,0,0.0
170,495,B,0,0,0.0
171,9615,B,0,0,0.0
172,812,B,1,0,0.0
173,5875,B,0,1,11.190079673323824
174,2293,B,0,0,0.0
175,9624,B,0,0,0.0
176,2610,A,0,0,0.0
177,6515,B,0,0,0.0
178,6219,B,0,0,0.0
179,1019,A,0,0,0.0
180,6372,B,0,0,0.0
181,5286,B,0,0,0.0
182,2329,B,0,0,0.0
183,6118,A,0,0,0.0
184,6544,A,0,0,0.0
185,3751,A,0,0,0.0
186,3468,B,0,0,0.0
187,9350,A,0,0,0.0
188,4894,B,0,0,0.0
189,435,A,0,0,0.0
190,2407,B,0,0,0.0
191,618,A,0,0,0.0
192,3114,B,0,0,0.0
193,3764,B,0,0,0.0
194,7887,A,0,0,0.0
195,8501,A,0,0,0.0
196,8244,A,0,0,0.0
197,4329,A,0,0,0.0
198,1439,B,0,0,0.0
199,4423,A,0,0,0.0
200,4790,B,0,0,0.0
201,2471,B,0,0,0.0
202,2152,A,0,0,0.0
203,8504,B,0,0,0.0
204,5773,A,0,0,0.0
205,8730,B,0,0,0.0
206,4864,B,0,0,0.0
207,2120,A,0,0,0.0
208,5466,B,0,0,0.0
209,4541,A,0,0,0.0
210,5824,B,0,1,12.771373183102083
211,4741,A,0,0,0.0
212,5127,B,0,0,0.0
213,2843,A,0,0,0.0
214,9993,B,0,0,0.0
215,6489,A,0,0,0.0
216,4362,B,0,0,0.0
217,229,B,0,0,0.0
218,5603,A,0,1,9.411459136631152
219,5398,B,0,0,0.0
220,4515,B,0,0,0.0
221,9034,A,0,0,0.0
222,5465,A,0,0,0.0
223,3374,B,0,0,0.0
224,4428,A,0,0,0.0
225,9482,B,0,0,0.0
226,5580,A,0,0,0.0
227,9880,B,0,0,0.0
228,8620,B,0,0,0.0
229,8504,A,0,0,0.0
230,3849,B,0,0,0.0
231,9141,A,0,0,0.0
232,9103,B,0,0,0.0
233,5993,B,0,0,0.0
234,1233,B,0,0,0.0
235,2253,A,0,0,0.0
236,7800,A,1,0,0.0
237,8684,B,0,0,0.0
238,6130,A,1,0,0.0
239,5269,B,0,0,0.0
240,2619,B,0,0,0.0
241,4845,B,0,0,0.0
242,781,A,0,0,0.0
243,8759,B,0,0,0.0
244,4296,A,1,0,0.0
245,7114,B,0,0,0.0
246,6890,A,0,0,0.0
247,8797,A,0,0,0.0
248,844,A,0,0,0.0
249,3271,A,0,0,0.0
250,5957,B,0,0,0.0
251,5820,A,0,0,0.0
252,6990,B,0,0,0.0
253,328,A,0,0,0.0
254,1451,A,0,0,0.0
255,2648,B,0,0,0.0
256,241,B,0,0,0.0
257,9146,B,0,0,0.0
258,794,A,0,0,0.0
259,7141,A,0,0,0.0
260,636,B,0,0,0.0
261,9511,B,0,0,0.0
262,4251,A,0,0,0.0
263,8093,B,0,0,0.0
264,8740,A,0,0,0.0
265,8521,A,0,0,0.0
266,9978,A,0,0,0.0
267,7793,B,0,0,0.0
268,2046,B,1,0,0.0
269,2018,A,0,0,0.0
270,7328,B,0,0,0.0
271,4145,B,0,0,0.0
272,7740,A,0,0,0.0
273,1312,B,0,0,0.0
274,6878,A,0,0,0.0
275,5751,B,0,0,0.0
276,5761,A,0,0,0.0
277,7183,A,0,0,0.0
278,2854,B,0,0,0.0
279,3081,B,0,0,0.0
280,4803,A,0,0,0.0
281,1951,A,0,0,0.0
282,65,B,0,0,0.0
283,3430,B,0,0,0.0
284,5007,B,0,0,0.0
285,3330,A,0,0,0.0
286,1509,A,0,0,0.0
287,9805,A,0,0,0.0
288,7352,A,0,0,0.0
289,9808,B,0,0,0.0
290,6312,A,0,0,0.0
291,3029,A,0,0,0.0
292,1160,B,0,0,0.0
293,9871,A,0,0,0.0
294,7724,A,0,0,0.0
295,2119,A,0,0,0.0
296,931,B,0,0,0.0
297,118,B,0,0,0.0
298,2583,B,0,0,0.0
299,8854,B,0,0,0.0
300,8,B,0,0,0.0
301,3441,A,0,0,0.0
302,9034,B,0,0,0.0
303,4491,B,0,0,0.0
304,7033,A,0,0,0.0
305,8426,B,0,0,0.0
306,8208,A,0,0,0.0
307,6049,A,0,0,0.0
308,3334,B,0,0,0.0
309,5892,A,0,0,0.0
310,5516,B,0,0,0.0
311,3476,B,0,0,0.0
312,6479,B,0,0,0.0
313,4459,A,0,0,0.0
314,2184,B,0,0,0.0
315,6842,B,0,0,0.0
316,6628,B,0,0,0.0
317,704,A,0,0,0.0
318,8972,B,0,0,0.0
319,2159,A,0,0,0.0
320,7895,A,0,0,0.0
321,1156,A,0,0,0.0
322,2463,B,0,0,0.0
323,5830,B,0,0,0.0
324,5208,A,0,0,0.0
325,335,A,0,0,0.0
326,4418,A,0,0,0.0
327,7765,B,0,0,0.0
328,5420,A,0,0,0.0
329,7238,B,0,0,0.0
330,5804,A,0,0,0.0
331,5068,B,0,0,0.0
332,9620,B,1,0,0.0
333,7382,B,0,0,0.0
334,6682,A,0,0,0.0
335,2314,B,0,0,0.0
336,6418,B,0,0,0.0
337,2253,A,0,0,0.0
338,4035,A,0,0,0.0
339,4789,B,0,0,0.0
340,9825,A,0,0,0.0
341,3481,A,0,0,0.0
342,618,A,0,0,0.0
343,2512,B,0,0,0.0
344,7815,A,0,0,0.0
345,2225,B,0,0,0.0
346,9638,A,0,0,0.0
347,4377,A,0,0,0.0
348,1583,A,0,0,0.0
349,7176,A,1,0,0.0
350,1589,A,0,0,0.0
351,8990,A,0,0,0.0
352,2461,A,0,0,0.0
353,6194,A,1,0,0.0
354,5429,B,0,0,0.0
355,8941,B,0,0,0.0
356,4582,A,0,0,0.0
357,7075,A,0,0,0.0
358,6203,B,0,0,0.0
359,7139,B,0,0,0.0
360,9310,B,0,0,0.0
361,7699,B,0,0,0.0
362,7658,A,0,0,0.0
363,1741,B,0,0,0.0
364,9145,A,0,0,0.0
365,4385,A,0,0,0.0
366,2663,B,0,0,0.0
367,1112,B,0,0,0.0
368,2107,A,1,0,0.0
369,623,A,0,0,0.0
370,744,B,0,0,0.0
371,1372,B,0,0,0.0
372,8248,B,0,0,0.0
373,7263,A,0,0,0.0
374,9849,A,0,0,0.0
375,5866,B,0,0,0.0
376,766,A,1,0,0.0
377,953,B,0,0,0.0
378,4152,A,1,0,0.0
379,9190,B,0,0,0.0
380,1184,A,0,0,0.0
381,1379,B,0,0,0.0
382,3337,A,0,0,0.0
383,8988,B,0,0,0.0
384,1546,A,0,0,0.0
385,4384,B,0,0,0.0
386,1010,A,0,0,0.0
387,8191,B,1,0,0.0
388,6137,A,0,0,0.0
389,9363,A,0,0,0.0
390,8948,B,0,0,0.0
391,9402,B,0,0,0.0
392,2216,A,0,0,0.0
393,477,B,0,0,0.0
394,5075,B,0,0,0.0
395,3387,A,0,0,0.0
396,6214,B,0,0,0.0
397,8705,A,0,0,0.0
398,7433,B,0,0,0.0
399,8359,B,0,0,0.0
400,5771,B,0,0,0.0
401,5487,B,0,0,0.0
402,4734,A,0,1,8.306072177379438
403,193,B,0,0,0.0
404,8095,B,0,0,0.0
405,5674,A,0,0,0.0
406,2526,B,0,0,0.0
407,4935,A,0,0,0.0
408,1350,A,0,0,0.0
409,907,B,0,0,0.0
410,1113,A,0,0,0.0
411,8899,A,1,0,0.0
412,6545,B,0,0,0.0
413,7263,A,0,0,0.0
414,7723,B,0,0,0.0
415,3137,B,0,0,0.0
416,7891,A,0,0,0.0
417,7840,B,0,0,0.0
418,3138,A,0,0,0.0
419,44,B,0,0,0.0
420,1808,B,0,0,0.0
421,1637,A,0,0,0.0
422,8639,A,0,0,0.0
423,8348,A,0,0,0.0
424,4128,B,0,0,0.0
425,6999,A,0,0,0.0
426,4670,A,0,0,0.0
427,584,A,0,0,0.0
428,4416,A,0,0,0.0
429,637,B,0,0,0.0
430,7197,A,0,0,0.0
431,5693,A,0,0,0.0
432,3627,B,1,0,0.0
433,1316,B,0,0,0.0
434,4382,B,0,0,0.0
435,8316,A,0,0,0.0
436,7755,A,0,0,0.0
437,9508,B,0,0,0.0
438,2444,A,0,0,0.0
439,5754,B,0,0,0.0
440,4626,B,0,0,0.0
441,2061,A,0,0,0.0
442,2723,A,0,0,0.0
443,9689,B,0,0,0.0
444,9226,B,1,0,0.0
445,2891,B,1,0,0.0
446,1828,B,0,0,0.0
447,1328,A,0,0,0.0
448,124,B,0,0,0.0
449,3886,B,0,0,0.0
450,9548,A,0,0,0.0
451,3861,A,0,1,6.680413782773362
452,6652,B,0,0,0.0
453,4277,B,0,0,0.0
454,2532,A,0,0,0.0
455,908,B,0,0,0.0
456,1120,A,0,0,0.0
457,7948,B,0,0,0.0
458,347,A,0,0,0.0
459,831,B,0,0,0.0
460,1770,B,0,0,0.0
461,7599,A,1,0,0.0
462,7093,A,0,0,0.0
463,3555,B,0,0,0.0
464,9980,B,0,0,0.0
465,2889,A,0,0,0.0
466,7308,B,0,0,0.0
467,608,A,0,0,0.0
468,3352,A,0,0,0.0
469,5653,B,0,0,0.0
470,8396,A,0,0,0.0
471,5130,A,0,0,0.0
472,7295,B,0,0,0.0
473,2426,A,0,0,0.0
474,5013,A,0,0,0.0
475,6140,B,0,0,0.0
476,7535,B,0,0,0.0
477,4711,B,0,0,0.0
478,2157,A,0,0,0.0
479,1127,A,0,0,0.0
480,3318,A,0,0,0.0
481,3198,B,0,0,0.0
482,3560,A,0,0,0.0
483,3869,B,0,0,0.0
484,6885,B,0,0,0.0
485,7284,A,0,0,0.0
486,347,A,0,0,0.0
487,5681,A,0,0,0.0
488,3838,B,0,0,0.0
489,6959,A,0,0,0.0
490,9764,A,0,0,0.0
491,4107,B,0,0,0.0
492,7089,B,0,0,0.0
493,4508,B,0,0,0.0
494,9832,A,0,0,0.0
495,7880,A,0,0,0.0
496,3952,A,1,0,0.0
497,6370,B,0,0,0.0
498,8330,A,0,0,0.0
499,7816,A,0,0,0.0
500,3664,B,0,0,0.0
501,1944,A,0,0,0.0
502,9178,B,1,0,0.0
503,9097,A,0,0,0.0
504,9842,B,0,0,0.0
505,3030,A,0,0,0.0
506,4899,B,0,0,0.0
507,4113,B,0,0,0.0
508,8809,A,0,0,0.0
509,5021,A,0,0,0.0
510,2000,B,0,0,0.0
511,7001,A,0,0,0.0
512,2627,A,0,0,0.0
513,6941,A,0,0,0.0
514,549,A,0,0,0.0
515,8891,B,0,0,0.0
516,5360,A,0,0,0.0
517,6486,B,0,0,0.0
518,7499,B,0,0,0.0
519,2736,B,0,0,0.0
520,8617,B,0,0,0.0
521,8438,A,0,0,0.0
522,6797,B,0,0,0.0
523,2451,A,0,0,0.0
524,8415,B,0,0,0.0
525,529,A,0,0,0.0
526,5390,B,0,0,0.0
527,8552,A,0,0,0.0
528,159,B,0,0,0.0
529,6422,A,0,0,0.0
530,6710,B,0,0,0.0
531,437,B,0,0,0.0
532,1415,A,1,0,0.0
533,3768,B,0,0,0.0
534,1303,A,0,0,0.0
535,5034,A,0,0,0.0
536,2342,B,0,0,0.0
537,2091,A,0,0,0.0
538,3254,B,0,0,0.0
539,926,A,0,0,0.0
540,8881,B,1,0,0.0
541,2266,A,0,0,0.0
542,583,B,0,0,0.0
543,3532,A,0,0,0.0
544,8761,A,0,0,0.0
545,3418,A,0,0,0.0
546,9516,B,0,0,0.0
547,2592,A,0,0,0.0
548,2580,B,0,0,0.0
549,1808,B,0,0,0.0
550,5285,B,0,0,0.0
551,2252,B,0,0,0.0
552,5516,A,0,0,0.0
553,2159,B,0,0,0.0
554,6581,A,0,0,0.0
555,1820,A,0,0,0.0
556,660,B,1,0,0.0
557,2741,A,0,0,0.0
558,9306,B,0,0,0.0
559,8520,B,0,0,0.0
560,6199,B,0,0,0.0
561,6051,B,0,0,0.0
562,7489,A,0,0,0.0
563,5428,A,0,0,0.0
564,909,A,0,0,0.0
565,3629,B,0,0,0.0
566,5031,B,0,0,0.0
567,2937,B,0,0,0.0
568,89,A,0,0,0.0
569,8831,B,0,0,0.0
570,8275,B,1,0,0.0
571,5259,B,0,0,0.0
572,3003,A,0,0,0.0
573,3987,A,0,0,0.0
574,6312,A,0,0,0.0
575,3076,B,1,0,0.0
576,8851,B,0,0,0.0
577,4558,B,0,0,0.0
578,2058,A,0,0,0.0
579,5328,A,0,0,0.0
580,5296,A,0,0,0.0
581,8325,B,0,0,0.0
582,6826,B,0,0,0.0
583,3802,B,0,0,0.0
584,4495,B,0,0,0.0
585,7617,B,0,0,0.0
586,394,A,0,0,0.0
587,4357,A,0,0,0.0
588,8647,B,0,0,0.0
589,2159,A,0,0,0.0
590,8758,B,0,0,0.0
591,5214,A,0,0,0.0
592,5893,B,0,0,0.0
593,3264,A,0,0,0.0
594,4695,A,0,0,0.0
595,9434,B,0,0,0.0
596,5062,B,0,0,0.0
597,2764,A,0,0,0.0
598,1588,A,0,0,0.0
599,6395,B,0,0,0.0
600,9328,B,0,0,0.0
601,4294,A,0,0,0.0
602,1732,A,1,0,0.0
603,2047,A,0,0,0.0
604,1619,A,0,0,0.0
605,9603,B,0,0,0.0
606,5564,A,0,0,0.0
607,6997,B,0,0,0.0
608,7218,A,0,0,0.0
609,4150,B,0,0,0.0
610,6939,B,0,0,0.0
611,7152,A,0,0,0.0
612,5225,A,0,0,0.0
613,7825,B,0,0,0.0
614,7165,A,0,0,0.0
615,7925,A,0,0,0.0
616,7590,A,0,0,0.0
617,7140,A,0,0,0.0
618,9759,B,0,0,0.0
619,5498,A,0,0,0.0
620,5323,B,0,0,0.0
621,7835,B,0,0,0.0
622,5910,B,0,0,0.0
623,8813,B,0,0,0.0
624,5719,A,0,0,0.0
625,4223,A,0,0,0.0
626,2751,B,0,0,0.0
627,7831,A,0,0,0.0
628,5470,B,0,0,0.0
629,1907,A,0,0,0.0
630,9081,B,0,0,0.0
631,8987,A,0,0,0.0
632,4377,B,0,0,0.0
633,4908,B,0,0,0.0
634,1814,B,0,0,0.0
635,8208,B,0,0,0.0
636,9005,A,0,0,0.0
637,8863,A,0,0,0.0
638,7230,B,0,0,0.0
639,2831,A,0,0,0.0
640,6441,A,0,0,0.0
641,2455,B,0,0,0.0
642,9852,B,0,0,0.0
643,5529,A,0,0,0.0
644,4713,B,0,0,0.0
645,6471,A,0,0,0.0
646,2831,A,0,0,0.0
647,9963,B,0,0,0.0
648,8661,B,0,0,0.0
649,8115,B,0,0,0.0
650,2293,A,0,0,0.0
651,6876,B,0,0,0.0
652,1869,A,0,0,0.0
653,6505,A,1,0,0.0
654,5155,B,0,0,0.0
655,5048,A,0,0,0.0
656,4052,B,0,0,0.0
657,4930,A,0,0,0.0
658,7223,A,0,0,0.0
659,5606,A,0,0,0.0
660,696,A,0,0,0.0
661,9240,B,0,0,0.0
662,7362,B,0,0,0.0
663,9476,B,0,0,0.0
664,3787,A,0,0,0.0
665,6929,B,0,0,0.0
666,9895,B,0,0,0.0
667,387,B,0,0,0.0
668,6302,A,0,0,0.0
669,1480,A,0,0,0.0
670,9055,B,0,0,0.0
671,673,B,0,0,0.0
672,307,B,0,0,0.0
673,9209,B,0,0,0.0
674,6413,B,0,0,0.0
675,6775,A,0,0,0.0
676,6730,B,0,0,0.0
677,5038,B,0,0,0.0
678,630,A,0,0,0.0
679,4316,A,0,0,0.0
680,7763,B,0,0,0.0
681,3512,B,0,0,0.0
682,6016,B,0,0,0.0
683,4582,A,0,0,0.0
684,3426,B,0,0,0.0
685,6994,B,0,0,0.0
686,1786,B,0,0,0.0
687,5282,B,0,0,0.0
688,7681,A,0,0,0.0
689,9619,B,0,0,0.0
690,5503,A,0,0,0.0
691,3574,B,0,0,0.0
692,8106,A,0,0,0.0
693,3031,A,0,0,0.0
694,6545,A,0,0,0.0
695,1912,B,0,0,0.0
696,357,B,0,0,0.0
697,534,A,0,0,0.0
698,9928,B,0,0,0.0
699,4621,B,0,0,0.0
700,5967,A,0,0,0.0
701,3646,B,0,0,0.0
702,9277,B,0,0,0.0
703,2101,A,0,0,0.0
704,9157,B,0,0,0.0
705,5086,A,1,0,0.0
706,3912,B,0,0,0.0
707,9527,B,0,0,0.0
708,9165,B,0,0,0.0
709,1289,B,0,0,0.0
710,1140,A,0,0,0.0
711,31,B,0,0,0.0
712,5572,B,0,0,0.0
713,727,B,0,0,0.0
714,8414,A,0,0,0.0
715,737,A,0,0,0.0
716,3207,A,0,0,0.0
717,6567,A,0,0,0.0
718,9589,A,0,0,0.0
719,5737,A,0,0,0.0
720,2209,A,0,0,0.0
721,9374,B,0,0,0.0
722,8615,A,0,0,0.0
723,812,A,0,0,0.0
724,6317,A,0,1,10.932530456539405
725,5706,A,0,0,0.0
726,3721,A,0,0,0.0
727,1327,A,0,0,0.0
728,1275,A,0,0,0.0
729,9676,A,0,0,0.0
730,7696,B,0,0,0.0
731,6519,A,0,0,0.0
732,1646,B,0,0,0.0
733,6256,A,0,0,0.0
734,6999,B,0,0,0.0
735,697,B,0,0,0.0
736,572,A,0,0,0.0
737,4952,B,0,0,0.0
738,3606,B,0,0,0.0
739,6355,A,0,0,0.0
740,9340,B,0,0,0.0
741,1213,A,0,0,0.0
742,7297,B,0,0,0.0
743,1645,B,0,0,0.0
744,9988,A,0,0,0.0
745,3531,A,0,0,0.0
746,8573,A,0,0,0.0
747,140,A,0,0,0.0
748,6218,A,0,0,0.0
749,9480,B,0,0,0.0
750,2790,B,0,0,0.0
751,427,B,0,0,0.0
752,3347,B,0,0,0.0
753,4257,B,0,0,0.0
754,1097,B,0,0,0.0
755,924,A,0,0,0.0
756,8486,A,1,0,0.0
757,6855,B,0,1,14.065566106279606
758,4741,B,0,0,0.0
759,360,B,0,0,0.0
760,9377,B,0,0,0.0
761,7983,A,0,0,0.0
762,7573,A,0,0,0.0
763,8039,A,0,0,0.0
764,1902,B,0,0,0.0
765,766,A,0,0,0.0
766,3216,A,0,0,0.0
767,7882,B,0,0,0.0
768,3091,A,0,0,0.0
769,6466,A,0,0,0.0
770,4368,A,0,0,0.0
771,4294,B,0,0,0.0
772,8843,B,0,0,0.0
773,4024,A,0,0,0.0
774,3247,A,0,0,0.0
775,5809,B,0,0,0.0
776,8075,A,0,0,0.0
777,5159,B,0,0,0.0
778,137,B,0,0,0.0
779,6919,B,0,0,0.0
780,1806,A,0,0,0.0
781,9649,A,0,0,0.0
782,1798,B,0,0,0.0
783,7722,A,0,0,0.0
784,819,B,0,0,0.0
785,8248,B,0,0,0.0
786,8999,B,0,0,0.0
787,2599,B,0,0,0.0
788,3119,A,0,0,0.0
789,2994,B,0,0,0.0
790,7155,A,0,0,0.0
791,7054,B,0,0,0.0
792,7247,A,0,0,0.0
793,6768,A,0,0,0.0
794,1556,B,1,0,0.0
795,5348,B,1,0,0.0
796,8218,A,0,0,0.0
797,9716,A,0,0,0.0
798,8712,A,0,1,8.98598340721853
799,2264,B,0,0,0.0
800,2757,B,0,0,0.0
801,9206,B,0,0,0.0
802,3782,B,0,0,0.0
803,9119,A,0,0,0.0
804,4436,B,0,0,0.0
805,7344,A,0,0,0.0
806,5975,B,0,0,0.0
807,1262,A,0,0,0.0
808,3229,B,0,0,0.0
809,822,B,0,0,0.0
810,2216,B,0,0,0.0
811,8723,B,0,0,0.0
812,4223,B,0,0,0.0
813,7061,A,0,0,0.0
814,4405,A,1,0,0.0
815,5208,A,0,0,0.0
816,7382,B,0,0,0.0
817,7580,A,0,0,0.0
818,4262,A,0,0,0.0
819,9633,A,0,0,0.0
820,3223,A,0,0,0.0
821,5650,B,1,0,0.0
822,2450,B,0,0,0.0
823,6067,A,0,0,0.0
824,9563,B,0,0,0.0
825,4040,A,0,0,0.0
826,6345,A,0,0,0.0
827,6748,A,0,0,0.0
828,5606,B,0,0,0.0
829,896,A,0,0,0.0
830,1183,B,0,0,0.0
831,2571,B,0,0,0.0
832,1503,B,0,0,0.0
833,1362,A,0,0,0.0
834,9712,A,0,0,0.0
835,2421,B,0,0,0.0
836,3102,A,0,0,0.0
837,1760,B,0,0,0.0
838,1039,A,0,0,0.0
839,1300,B,0,0,0.0
840,2409,B,0,0,0.0
841,9866,A,0,0,0.0
842,5034,B,0,0,0.0
843,1756,B,0,0,0.0
844,6886,B,0,0,0.0
845,4733,A,0,0,0.0
846,4753,A,0,0,0.0
847,4458,A,0,0,0.0
848,6973,B,0,0,0.0
849,5038,B,0,0,0.0
850,3081,B,0,0,0.0
851,4928,A,0,0,0.0
852,9448,A,0,0,0.0
853,4870,A,0,0,0.0
854,8491,B,0,0,0.0
855,292,B,0,0,0.0
856,5652,B,0,0,0.0
857,6589,A,0,0,0.0
858,136,A,0,0,0.0
859,7087,A,0,0,0.0
860,9754,A,1,0,0.0
861,3653,A,0,0,0.0
862,3126,A,0,0,0.0
863,6419,B,0,0,0.0
864,8946,A,0,1,11.003181067290948
865,5583,B,0,0,0.0
866,6161,A,0,0,0.0
867,1266,B,0,0,0.0
868,3455,B,0,0,0.0
869,5456,A,0,0,0.0
870,832,B,1,0,0.0
871,7723,A,0,0,0.0
872,688,A,0,0,0.0
873,2169,A,0,0,0.0
874,8966,B,0,0,0.0
875,2450,A,0,0,0.0
876,8884,B,0,0,0.0
877,3929,A,0,0,0.0
878,1847,A,0,0,0.0
879,3458,B,0,0,0.0
880,949,B,0,0,0.0
881,6062,B,0,0,0.0
882,5860,A,0,0,0.0
883,6626,B,1,0,0.0
884,8660,B,0,0,0.0
885,6616,B,0,0,0.0
886,9416,B,0,0,0.0
887,8074,B,0,0,0.0
888,3357,A,0,0,0.0
889,5012,B,0,0,0.0
890,3529,B,0,0,0.0
891,7119,B,0,0,0.0
892,1726,A,0,0,0.0
893,1049,B,0,0,0.0
894,5113,A,0,0,0.0
895,1594,B,0,0,0.0
896,9515,B,0,0,0.0
897,7484,B,0,0,0.0
898,6057,B,0,0,0.0
899,629,B,0,0,0.0
900,4472,A,0,0,0.0
901,6264,B,0,0,0.0
902,2154,B,0,0,0.0
903,8232,B,0,0,0.0
904,9676,A,0,0,0.0
905,8563,B,0,0,0.0
906,4759,B,0,0,0.0
907,3355,B,1,0,0.0
908,2524,A,0,0,0.0
909,6449,B,0,0,0.0
910,6437,B,0,0,0.0
911,7776,A,0,0,0.0
912,8691,B,0,0,0.0
913,447,B,0,0,0.0
914,2758,B,0,0,0.0
915,2858,B,0,0,0.0
916,9839,A,0,0,0.0
917,8589,B,1,0,0.0
918,9809,B,0,0,0.0
919,7945,B,0,0,0.0
920,1294,A,0,0,0.0
921,9590,A,0,0,0.0
922,4073,B,0,0,0.0
923,5551,A,0,0,0.0
924,195,A,0,0,0.0
925,5831,A,1,0,0.0
926,8566,B,1,0,0.0
927,2084,A,0,0,0.0
928,467,B,0,0,0.0
929,9676,B,0,0,0.0
930,2586,B,0,0,0.0
931,7206,B,0,0,0.0
932,5079,B,0,0,0.0
933,1431,B,0,0,0.0
934,8130,B,0,0,0.0
