impression_id,user_id,variant,clicked,converted,revenue
318,1541,B,0,0,0.0
319,747,A,0,0,0.0
320,976,A,0,0,0.0
321,3473,A,1,0,0.0
322,4577,B,0,0,0.0
323,4126,B,0,0,0.0
324,1429,A,0,0,0.0
325,4312,A,0,0,0.0
326,4658,A,0,0,0.0
327,857,B,0,0,0.0
328,2016,A,0,0,0.0
329,4324,B,0,0,0.0
330,1933,A,0,0,0.0
331,2201,B,0,0,0.0
332,1053,B,1,0,0.0
333,3768,B,0,0,0.0
334,2696,A,0,0,0.0
335,2128,B,0,1,8.482723047059958
336,4925,B,1,0,0.0
337,1009,A,0,0,0.0
338,2088,A,0,0,0.0
339,1688,B,1,0,0.0
340,237,A,0,0,0.0
341,913,A,0,0,0.0
342,2765,A,0,0,0.0
343,3927,B,0,0,0.0
344,660,A,0,0,0.0
345,149,B,0,0,0.0
346,1913,A,0,0,0.0
347,2334,A,0,0,0.0
348,4513,A,0,0,0.0
349,760,A,0,0,0.0
350,768,A,0,0,0.0
351,4421,A,0,0,0.0
352,455,A,0,0,0.0
353,2187,A,0,0,0.0
354,2833,B,0,0,0.0
355,3543,B,0,0,0.0
356,4177,A,0,0,0.0
357,1900,A,0,0,0.0
358,65,B,0,0,0.0
359,390,B,0,0,0.0
360,1153,B,0,0,0.0
361,2535,B,0,0,0.0
362,2720,A,0,0,0.0
363,3474,B,0,0,0.0
364,748,A,0,0,0.0
365,2169,A,0,0,0.0
366,34,B,0,0,0.0
367,882,B,0,1,14.26887591907568
368,835,A,0,0,0.0
369,985,A,0,0,0.0
370,2946,B,0,0,0.0
371,4039,B,0,0,0.0
372,75,B,0,0,0.0
373,1699,A,0,0,0.0
374,3409,A,0,0,0.0
375,1141,B,0,0,0.0
376,1255,A,0,0,0.0
377,1100,B,0,0,0.0
378,3687,A,0,0,0.0
379,3646,B,0,0,0.0
380,3390,A,0,0,0.0
381,1670,B,0,0,0.0
382,2492,A,0,0,0.0
383,1978,B,0,0,0.0
384,3768,A,0,0,0.0
385,4440,B,0,0,0.0
386,514,A,0,0,0.0
387,554,B,0,0,0.0
388,4452,A,0,0,0.0
389,4268,A,0,0,0.0
390,2859,B,0,0,0.0
391,1688,B,0,0,0.0
392,1210,A,0,0,0.0
393,3806,B,0,0,0.0
394,1662,B,0,0,0.0
395,4822,A,0,0,0.0
396,2873,B,0,0,0.0
397,2891,A,0,0,0.0
398,1071,B,0,0,0.0
399,1712,B,0,0,0.0
400,4995,B,0,0,0.0
401,4123,B,0,0,0.0
402,2145,A,0,0,0.0
403,275,B,0,0,0.0
404,584,B,0,0,0.0
405,3670,A,0,0,0.0
406,1203,B,1,0,0.0
407,2242,A,0,0,0.0
408,166,A,0,0,0.0
409,810,B,1,0,0.0
410,4375,A,0,0,0.0
411,2109,A,0,0,0.0
412,4049,B,0,0,0.0
413,3770,A,0,0,0.0
414,2641,B,0,0,0.0
415,1181,B,0,0,0.0
416,3108,A,0,0,0.0
417,4437,B,0,0,0.0
418,3248,A,0,0,0.0
419,2047,B,0,0,0.0
420,2230,B,0,0,0.0
421,1507,A,0,0,0.0
422,3184,A,0,0,0.0
423,3579,A,0,0,0.0
424,3260,B,0,0,0.0
425,896,A,0,0,0.0
426,3882,A,0,0,0.0
427,2277,A,0,0,0.0
428,249,A,0,0,0.0
429,3338,B,0,0,0.0
430,26,A,0,0,0.0
431,2075,A,1,0,0.0
432,4873,B,0,0,0.0
433,4893,B,0,0,0.0
434,2499,B,0,0,0.0
435,2053,A,0,0,0.0
436,638,A,0,0,0.0
437,615,B,0,0,0.0
438,230,A,0,0,0.0
439,2373,B,0,0,0.0
440,4897,B,0,0,0.0
441,87,A,0,0,0.0
442,4428,A,1,0,0.0
443,2636,B,0,0,0.0
444,770,B,0,0,0.0
445,4319,B,0,0,0.0
446,4372,B,0,0,0.0
447,4987,A,0,0,0.0
448,3627,B,0,0,0.0
449,4592,B,0,0,0.0
450,1482,A,0,0,0.0
451,1116,A,0,0,0.0
452,4826,B,0,0,0.0
453,1661,B,0,0,0.0
454,478,A,0,0,0.0
455,1598,B,0,0,0.0
456,1107,A,0,0,0.0
457,755,B,1,0,0.0
458,2707,A,0,0,0.0
459,4404,B,0,0,0.0
460,3826,B,0,0,0.0
461,1602,A,0,0,0.0
462,957,A,0,0,0.0
463,787,B,0,0,0.0
464,3387,B,0,0,0.0
465,2335,A,0,0,0.0
466,2175,B,0,0,0.0
467,2081,A,0,0,0.0
468,869,A,0,0,0.0
469,3186,B,0,0,0.0
470,3715,A,0,0,0.0
471,2722,A,0,0,0.0
472,4910,B,0,0,0.0
473,2709,A,0,0,0.0
474,2342,A,0,0,0.0
475,4322,B,0,0,0.0
476,3293,B,0,0,0.0
477,473,B,0,0,0.0
478,1900,A,0,0,0.0
479,1665,A,0,0,0.0
480,1228,A,0,0,0.0
481,1100,B,0,0,0.0
482,2858,A,0,0,0.0
483,4894,B,0,0,0.0
484,466,B,0,0,0.0
485,3350,A,0,0,0.0
486,2812,A,0,0,0.0
487,4289,A,0,0,0.0
488,3219,B,0,0,0.0
489,4151,A,0,0,0.0
490,3740,A,0,0,0.0
491,263,B,0,0,0.0
492,4457,B,0,0,0.0
493,4126,B,0,0,0.0
494,1807,A,0,0,0.0
495,4932,A,0,0,0.0
496,2605,A,0,0,0.0
497,2559,B,0,0,0.0
498,1133,A,0,0,0.0
499,2390,A,0,0,0.0
500,722,B,0,0,0.0
501,3880,A,0,0,0.0
502,1381,B,0,0,0.0
503,2461,A,0,0,0.0
504,458,B,0,0,0.0
505,3637,A,0,0,0.0
506,1607,B,0,0,0.0
507,1726,B,0,0,0.0
508,3967,A,0,0,0.0
509,1717,A,0,0,0.0
510,724,B,0,0,0.0
511,567,A,0,0,0.0
512,180,A,0,0,0.0
513,2591,A,0,0,0.0
514,4712,A,0,0,0.0
515,1360,B,0,0,0.0
516,3680,A,0,0,0.0
517,1507,B,0,0,0.0
518,3666,B,0,0,0.0
519,4180,B,0,0,0.0
520,3873,B,0,0,0.0
521,958,A,0,0,0.0
522,1096,B,0,0,0.0
523,2836,A,0,0,0.0
524,4013,B,0,0,0.0
525,203,A,0,0,0.0
526,3200,B,0,0,0.0
527,403,A,0,0,0.0
528,2316,B,0,0,0.0
529,1228,A,0,0,0.0
530,853,B,0,0,0.0
531,2274,B,0,0,0.0
532,3058,A,0,0,0.0
533,1644,B,0,0,0.0
534,1963,A,0,0,0.0
535,428,A,0,0,0.0
536,2095,B,0,0,0.0
537,4952,A,0,0,0.0
538,4345,B,0,0,0.0
539,4567,A,0,0,0.0
540,4166,B,0,0,0.0
541,1363,A,0,0,0.0
542,976,B,0,0,0.0
543,1712,A,0,0,0.0
544,990,A,0,0,0.0
545,371,A,0,0,0.0
546,876,B,0,0,0.0
547,1000,A,0,0,0.0
548,975,B,0,0,0.0
549,541,B,0,0,0.0
550,1949,B,0,0,0.0
551,4004,B,1,0,0.0
552,920,A,0,0,0.0
553,3252,B,0,0,0.0
554,2423,A,1,0,0.0
555,4845,A,0,0,0.0
556,4740,B,0,0,0.0
557,4303,A,1,0,0.0
558,772,B,0,0,0.0
559,37,B,0,0,0.0
560,3262,B,0,0,0.0
561,2780,B,0,0,0.0
562,1724,A,0,0,0.0
563,922,A,0,0,0.0
564,4835,A,0,0,0.0
565,2065,B,0,0,0.0
566,4402,B,0,0,0.0
567,1680,B,1,0,0.0
568,2020,A,0,0,0.0
569,1953,B,0,0,0.0
570,314,B,0,0,0.0
571,2992,B,0,0,0.0
572,1283,A,0,0,0.0
573,853,A,0,0,0.0
574,2691,A,0,0,0.0
575,4441,B,0,0,0.0
576,4789,B,1,0,0.0
577,330,B,0,0,0.0
578,403,A,0,0,0.0
579,4008,A,0,0,0.0
580,348,A,0,0,0.0
581,414,B,0,0,0.0
582,4266,B,0,0,0.0
583,3177,B,0,0,0.0
584,582,B,0,0,0.0
585,1300,B,0,0,0.0
586,648,A,0,0,0.0
587,962,A,0,0,0.0
588,2923,B,0,0,0.0
589,4806,A,0,0,0.0
590,3163,B,0,0,0.0
591,4607,A,0,0,0.0
592,692,B,0,0,0.0
593,4485,A,0,0,0.0
594,4755,A,1,0,0.0
595,485,B,0,0,0.0
596,3329,B,0,0,0.0
597,480,A,0,0,0.0
598,1318,A,0,0,0.0
599,1276,B,0,0,0.0
600,1222,B,1,0,0.0
601,1807,A,0,0,0.0
602,2735,A,0,0,0.0
603,2583,A,0,0,0.0
604,775,A,0,0,0.0
605,221,B,0,0,0.0
606,4048,A,0,0,0.0
607,3804,B,0,0,0.0
608,2733,A,0,0,0.0
609,2148,B,0,0,0.0
610,3303,B,0,0,0.0
611,4899,A,0,0,0.0
612,4943,A,0,0,0.0
613,964,B,0,0,0.0
614,1546,A,0,0,0.0
615,3518,A,0,0,0.0
616,2747,A,0,0,0.0
617,3402,A,0,0,0.0
618,1822,B,0,0,0.0
619,3842,A,0,0,0.0
620,4139,B,0,0,0.0
621,4903,B,0,0,0.0
622,3085,B,0,0,0.0
623,4141,B,0,0,0.0
624,3182,A,0,0,0.0
625,563,A,0,0,0.0
626,4809,B,0,0,0.0
627,859,A,0,0,0.0
628,2330,B,0,0,0.0
629,4036,A,0,0,0.0
630,1114,B,0,0,0.0
631,977,A,0,0,0.0
632,500,B,1,0,0.0
633,447,B,0,0,0.0
634,3891,B,0,0,0.0
635,978,B,0,0,0.0
636,1058,A,0,0,0.0
637,60,A,0,0,0.0
638,4551,B,1,0,0.0
639,1735,A,0,0,0.0
640,506,A,1,0,0.0
641,2281,B,0,0,0.0
642,3904,B,0,0,0.0
643,2986,A,0,0,0.0
644,2579,B,0,0,0.0
645,64,A,0,0,0.0
646,2770,A,0,0,0.0
647,4488,B,0,0,0.0
648,3245,B,0,0,0.0
649,1016,B,0,0,0.0
650,31,A,0,0,0.0
651,4920,B,0,0,0.0
652,1164,A,0,0,0.0
653,536,A,0,0,0.0
654,2570,B,0,0,0.0
655,1623,A,1,0,0.0
656,346,B,0,0,0.0
657,677,A,1,0,0.0
658,4709,A,0,0,0.0
659,417,A,0,0,0.0
660,2748,A,0,0,0.0
661,1913,B,0,0,0.0
662,3043,B,0,0,0.0
663,3061,B,0,0,0.0
664,4730,A,0,0,0.0
665,3091,B,0,0,0.0
666,2989,B,0,0,0.0
667,1754,B,0,0,0.0
668,514,A,0,0,0.0
669,4108,A,0,0,0.0
670,2888,B,0,0,0.0
671,2654,B,0,0,0.0
672,1969,B,0,0,0.0
673,4840,B,0,0,0.0
674,4481,B,0,1,11.766228896346483
675,2023,A,0,0,0.0
676,2954,B,1,0,0.0
677,4302,B,0,0,0.0
678,293,A,0,0,0.0
679,4221,A,0,0,0.0
680,3729,B,0,0,0.0
681,1932,B,0,0,0.0
682,3265,B,0,0,0.0
683,2941,A,0,0,0.0
684,3950,B,0,0,0.0
685,562,B,0,0,0.0
686,1167,B,0,0,0.0
687,4478,B,0,0,0.0
688,3040,A,0,0,0.0
689,4586,B,0,0,0.0
690,556,A,0,0,0.0
691,3826,B,1,0,0.0
692,752,A,0,0,0.0
693,37,A,0,0,0.0
694,3681,A,0,0,0.0
695,3448,B,0,0,0.0
696,1978,B,0,0,0.0
697,1480,A,0,0,0.0
698,2840,B,0,0,0.0
699,756,B,0,0,0.0
700,559,A,0,0,0.0
701,2491,B,0,0,0.0
702,3318,B,0,0,0.0
703,4745,A,0,0,0.0
704,202,B,0,0,0.0
705,1241,A,0,0,0.0
706,3013,B,0,0,0.0
707,866,B,0,0,0.0
708,4744,B,0,0,0.0
709,4024,B,0,0,0.0
710,1120,A,0,0,0.0
711,1910,B,0,0,0.0
712,514,B,0,0,0.0
713,2081,B,1,0,0.0
714,3112,A,0,0,0.0
715,4375,A,0,0,0.0
716,2542,A,0,0,0.0
717,4450,A,0,0,0.0
718,1313,A,0,0,0.0
719,34,A,0,0,0.0
720,2044,A,0,0,0.0
721,767,B,0,0,0.0
722,1256,A,0,0,0.0
723,3483,A,0,0,0.0
724,1036,A,1,0,0.0
725,3367,A,0,0,0.0
726,4753,A,0,0,0.0
727,4614,A,0,0,0.0
728,291,A,0,0,0.0
729,3405,A,0,0,0.0
730,4928,B,0,0,0.0
731,1858,A,0,0,0.0
732,3870,B,0,0,0.0
733,2844,A,0,0,0.0
734,1172,B,0,0,0.0
735,791,B,0,0,0.0
736,1894,A,0,0,0.0
737,1158,B,0,0,0.0
738,3152,B,0,0,0.0
739,242,A,0,0,0.0
740,880,B,0,0,0.0
741,2521,A,0,0,0.0
742,615,B,0,0,0.0
743,4685,B,0,0,0.0
744,1443,A,0,0,0.0
745,713,A,1,0,0.0
746,1072,A,0,0,0.0
747,2950,A,0,0,0.0
748,4621,A,0,0,0.0
749,4565,B,0,0,0.0
750,3939,B,0,0,0.0
751,608,B,0,0,0.0
752,385,B,0,0,0.0
753,478,B,0,0,0.0
754,3373,B,0,0,0.0
755,3874,A,0,0,0.0
756,1704,A,0,0,0.0
757,3586,B,0,0,0.0
758,2559,B,0,0,0.0
759,1570,B,0,0,0.0
760,1997,B,1,1,9.629154257963126
761,1892,A,0,0,0.0
762,4225,A,0,0,0.0
763,3488,A,0,0,0.0
764,4087,B,0,0,0.0
765,4404,A,0,0,0.0
766,891,A,0,0,0.0
767,257,B,0,0,0.0
768,397,A,0,0,0.0
769,4461,A,0,0,0.0
770,1703,A,1,0,0.0
771,3387,B,0,0,0.0
772,1025,B,0,0,0.0
773,2577,A,0,0,0.0
774,1894,A,0,0,0.0
775,2531,B,0,0,0.0
776,2117,A,0,0,0.0
777,2987,B,0,0,0.0
778,3120,B,0,0,0.0
779,3767,B,0,0,0.0
780,2112,A,0,0,0.0
781,1412,A,0,0,0.0
782,2171,B,0,0,0.0
783,227,A,0,0,0.0
784,818,B,0,0,0.0
785,325,B,0,0,0.0
786,3294,B,0,0,0.0
787,1820,B,0,0,0.0
788,244,A,0,0,0.0
789,3822,B,0,0,0.0
790,902,A,0,0,0.0
791,3339,B,0,0,0.0
792,469,A,0,0,0.0
793,1983,A,0,0,0.0
794,3162,B,0,0,0.0
795,3322,B,0,0,0.0
796,4137,A,0,0,0.0
797,399,A,0,0,0.0
798,612,A,0,0,0.0
799,2006,B,1,0,0.0
800,2435,B,0,0,0.0
801,4324,B,0,0,0.0
802,4621,B,0,0,0.0
803,3792,A,0,0,0.0
804,737,B,0,0,0.0
805,589,A,0,0,0.0
806,1931,B,0,0,0.0
807,3500,A,0,0,0.0
808,3656,B,0,0,0.0
809,4699,B,0,0,0.0
810,2175,B,0,0,0.0
811,2254,B,0,0,0.0
812,4060,B,0,0,0.0
813,2822,A,1,0,0.0
814,288,A,0,0,0.0
815,4846,A,0,1,10.910767972756156
816,4837,B,0,0,0.0
817,4865,A,0,0,0.0
818,247,A,0,0,0.0
819,523,A,0,0,0.0
820,1561,A,0,0,0.0
821,4557,B,0,0,0.0
822,1338,B,0,0,0.0
823,3965,A,0,0,0.0
824,1561,B,0,0,0.0
825,3807,A,0,0,0.0
826,2566,A,0,0,0.0
827,193,A,0,0,0.0
828,1739,B,0,0,0.0
829,1874,A,0,0,0.0
830,3990,B,0,0,0.0
831,1528,B,0,0,0.0
832,1009,B,0,0,0.0
833,231,A,0,0,0.0
834,722,A,0,0,0.0
835,1542,B,0,0,0.0
836,106,A,0,0,0.0
837,1744,B,0,1,9.793657521370614
838,982,A,0,0,0.0
839,1717,B,0,0,0.0
840,218,B,0,0,0.0
841,4131,A,0,0,0.0
842,3635,B,0,0,0.0
843,551,B,0,0,0.0
844,4547,B,0,0,0.0
845,2373,A,0,0,0.0
846,74,A,0,0,0.0
847,3521,A,0,0,0.0
848,1500,B,0,0,0.0
849,4940,B,0,0,0.0
850,3098,B,0,0,0.0
851,1964,A,0,0,0.0
852,3148,A,0,0,0.0
853,3177,A,0,0,0.0
854,507,B,0,0,0.0
855,958,B,0,0,0.0
856,4761,B,0,0,0.0
857,4614,A,0,0,0.0
858,1862,A,0,0,0.0
859,2200,A,0,0,0.0
860,430,A,0,0,0.0
861,3455,A,0,0,0.0
862,129,A,1,0,0.0
863,3483,B,0,0,0.0
864,2076,A,0,0,0.0
865,3548,B,0,0,0.0
866,1660,A,0,0,0.0
867,1284,B,0,0,0.0
868,159,B,0,0,0.0
869,4086,A,0,0,0.0
870,1751,B,1,0,0.0
871,4962,A,0,0,0.0
872,1196,A,0,0,0.0
873,35,A,0,0,0.0
874,3361,B,0,0,0.0
875,2338,A,0,0,0.0
876,2420,B,0,0,0.0
877,1480,A,0,0,0.0
878,3948,A,0,0,0.0
879,3361,B,0,0,0.0
880,276,B,0,0,0.0
881,2941,B,0,0,0.0
882,1714,A,0,0,0.0
883,3071,B,0,0,0.0
884,47,B,0,0,0.0
885,2187,B,0,0,0.0
886,284,B,0,0,0.0
887,3415,B,0,0,0.0
888,610,A,0,0,0.0
889,104,B,0,0,0.0
890,732,B,0,0,0.0
891,3033,B,0,0,0.0
892,4757,A,0,0,0.0
893,2059,B,0,0,0.0
894,3911,A,0,0,0.0
895,1235,B,0,0,0.0
896,2114,B,0,0,0.0
897,2554,B,0,0,0.0
898,1117,B,0,0,0.0
899,25,B,0,0,0.0
900,4245,A,0,0,0.0
901,3824,B,0,0,0.0
902,3415,B,0,0,0.0
903,3190,B,1,0,0.0
904,1943,A,0,0,0.0
905,4014,B,0,0,0.0
906,4407,B,0,0,0.0
907,4976,B,0,0,0.0
908,4557,A,0,0,0.0
909,2598,B,0,0,0.0
910,1822,B,0,0,0.0
911,4006,A,0,0,0.0
912,3407,B,0,0,0.0
913,937,B,0,0,0.0
914,3221,B,0,0,0.0
915,2204,B,0,0,0.0
916,3928,A,0,0,0.0
917,2650,B,0,0,0.0
918,4565,B,0,0,0.0
919,155,B,0,0,0.0
920,1270,A,0,0,0.0
921,510,A,0,0,0.0
922,776,B,0,0,0.0
923,1781,A,0,0,0.0
924,4662,A,0,0,0.0
925,2859,A,0,0,0.0
926,1588,B,0,0,0.0
927,979,A,0,0,0.0
928,554,B,0,0,0.0
929,240,B,0,0,0.0
930,4702,B,0,0,0.0
931,96,B,0,0,0.0
932,4371,B,0,0,0.0
933,3276,B,0,0,0.0
934,3345,B,0,0,0.0
935,670,A,0,0,0.0
936,1565,B,0,0,0.0
937,3105,B,0,0,0.0
938,4229,A,0,0,0.0
939,3129,B,0,0,0.0
940,1314,A,0,0,0.0
941,4393,B,0,0,0.0
942,2167,B,0,0,0.0
